แล้ว	lɛ́ːw
ความสันโดษ	kʰwaːm sǎn dòːt
ทำด้วยมือ	tʰam dûaj mɯː
ความพยายาม	kʰwaːm pʰá jaː jaːm
เบียร์	biːa
ผู้มีสิทธิเลือกตั้ง	pʰûː miː sìt tʰíʔ lɯ̂ːak tâŋ
ก้อนกรวด	kɔ̂ːn krùːat
แปลกประหลาด	plɛ̀ːk pràʔ làːt
ยี่สิบสอง	jîː sìp sɔ̌ːŋ
ไฝ	fǎj
กำหนด	kam nòt
ไฟโบรมัยอัลเจีย	faj boːn maj ʔan tɕiːa
เรดดิท	rêːt dìt
ตี	tiː
เกล็ดขนมปัง	klèt kʰǒn má paŋ
นอกโลก	nɔ̂ːk lôːk
ลูกหนู	lûːk nǔː
ติง	tiŋ
หมอผี	mɔ̌ː pʰǐː
เป็นฉาก ๆ	pen tɕʰàːk tɕʰàːk
ซับซ้อน	sáp sɔ́ːn
กว้าน	kwâːn
สูตร	sùːt
เลือดออก	lɯ̂ːat ʔɔ̀ːk
กระดอน	kràʔ dɔːn
หวาดระแวง	wàːt ráʔ wɛːŋ
ช่องท้อง	tɕʰɔ̂ːŋ tʰɔ́ːŋ
แกรนด์	krɛːn
การกำจัด	kaːn kam tɕàt
บอบช้ำ	bɔ̀ːp tɕʰáːm
แฮมเบอร์เกอร์	hɛːm bɤː kɤː
เรือแคนู	rɯːa kʰɛː nuː
ด้านหลัง	dâːn lǎŋ
ลักลอบนำเข้า	lák lɔ̂ːp nam kʰâw
จิตตานุภาพ	tɕìt taː núʔ pʰâːp
ทำให้สดชื่น	tʰam hâj sòt tɕʰɯ̂ːn
ไพค์	pʰaj
โบราณคดี	boː raːn ná kʰá diː
บทประพันธ์	bòt pràʔ pʰan
ไม่มีข้อผิดพลาด	mâj miː kʰɔ̂ː pʰìt pʰlâːt
ไฟป่า	faj pàː
ถูกต้องตามกฎหมาย	tʰùːk tɔ̂ŋ taːm kòt mǎːj
ส่งเงิน	sòŋ ŋɤːn
เสียงกลาง	sǐːaŋ klaːŋ
ชุบชีวิต	tɕʰúp tɕʰiː wít
หลอดอาหาร	lɔ̀ːt ʔaː hǎːn
เธรด	tʰá rêːt
เสียขวัญ	sǐːa kʰwǎn
ข้อกำหนดเบื้องต้น	kʰɔ̂ː kam nòt bɯ̂ːaŋ tôn
คำเตือน	kʰam tɯːan
กระเด็น	kràʔ den
ความเค็ม	kʰwaːm kʰem
ความอาวุโส	kʰwaːm ʔaː wúʔ sǒː
การชุมนุม	kaːn tɕʰum num
พวกเขาอยู่ที่นี่	pʰûːak kʰǎw ʔà jûː tʰîː nîː
ทำนาย	tʰam naːj
มีหมอก	miː mɔ̀ːk
เศษ	sèːt
ร่าเริง	râː rɤːŋ
ความตระหนักรู้ในตนเอง	kʰwaːm tràʔ nàk rúː naj ton ʔeːŋ
มือสอง	mɯː sɔ̌ːŋ
ราชา	raː tɕʰaː
ความใจเย็น	kʰwaːm tɕaj jen
ทำ	tʰam
ติดใจ	tìt tɕaj
โหนก	nòːk
ผู้สอนศาสนา	pʰûː sɔ̌ːn sàːt sà nǎː
สีน้ำตาลแดง	sǐː náːm taːn dɛːŋ
สด	sòt
ไขมัน	kʰǎj man
ยาคุมกำเนิด	jaː kʰum kam nɤ̀ːt
คอขวด	kʰɔː kʰùːat
ครั้นแล้ว	kʰrán lɛ́ːw
ออเรียส	ʔɔː rîːat
ล้านพิกเซล	láːn pʰík seːn
บรรพบุรุษ	ban pʰá bùʔ rùt
ไฮดรอกไซด์	haj dɔːn ʔòk saj
การอ่าน	kaːn ʔàːn
หลวมๆ	lǔːam lǔːam
เปล	pleː
กำจัดสิ่งสกปรกบน	kam tɕàt sìŋ sòk pròk bon
หน้าจั่ว	nâː tɕùːa
ผลัดใบ	pʰlàt baj
จินตนาการ	tɕin tà naː kaːn
ตามอัตภาพ	taːm ʔàt tà pʰâːp
วิถี	wíʔ tʰǐː
ป้าย	pâːj
การปลดปล่อย	kaːn plòt plɔ̀ːj
อึมครึม	ʔɯm kʰrɯm
ตามมา	taːm maː
จตุรัส	tɕà tùʔ rát
หนาม	nǎːm
เผาศพ	pʰǎw sòp
ผู้รวบรวม	pʰûː rûːap ruːam
อนุญาต	ʔà núʔ jâːt
อย่างไพเราะ	ʔà jâːŋ pʰaj rɔ́ʔ
โภชนาการ	pʰoː tɕʰá naː kaːn
ความกังวลใจ	kʰwaːm kaŋ won tɕaj
ซ้อม	sɔ́ːm
ความเป็นพ่อ	kʰwaːm pen pʰɔ̂ː
พังยับเยิน	pʰaŋ jáp jɤːn
ความเรียบเนียน	kʰwaːm rîːap niːan
อุตุ	ʔùʔ tùʔ
ไม่มีโครงสร้าง	mâj miː kʰroː ŋót ráːŋ
ระบาดวิทยา	ráʔ bàːt wít jaː
วน	won
บริจาค	bɔː ríʔ tɕàːk
คร่ำครวญ	kʰrâm kʰruːan
ผัดวันประกันพรุ่ง	pʰàt wan pràʔ kan pʰrûŋ
หูอื้อ	hǔː ʔɯ̂ː
กระท่อนกระแท่น	kràʔ tʰɔ̂ːn kràʔ tʰɛ̂ːn
คุณย่า	kʰun jâː
เคอร์ฟิว	kʰɤː fiw
วิจารณ์	wíʔ tɕaːn
ครอบ	kʰrɔ̂ːp
เป็นสถาบัน	pen sà tʰǎː ban
ผิวคล้ำ	pʰǐw kʰláːm
ซับไพรม์	sáp pʰraj
เทเลพอร์ต	tʰeː leː pʰɔ̂ːd
โรงหล่อ	roːŋ lɔ̀ː
ร่อน	rɔ̂ːn
เทพดา	tʰêːp daː
การคำนวณ	kaːn kʰam nuːan
มิลลิวินาที	min líʔ wíʔ naː tʰiː
คนบ้านนอก	kʰon bâːn nɔ̂ːk
งานหนัก	ŋaːn nàk
ผู้ปลูก	pʰûːp lûːk
ออสเตรเลีย	ʔɔ̀ːt treː liːa
ห้องใต้ดิน	hɔ̂ːŋ tâj din
สารทำความเย็น	sǎːn tʰam kʰwaːm jen
ดังนั้น	daŋ nán
จี้	tɕîː
แน่วแน่	nɛ̂ːw nɛ̂ː
น่ากลัว	nâː kluːa
กลีบ	klìːp
ค่าธรรมเนียม	kʰâː tʰam niːam
ยื่นคำร้อง	jɯ̂ːn kʰam rɔ́ːŋ
ติดยา	tìt jaː
กลั่นกรอง	klàn krɔːŋ
เหงื่อ	ŋɯ̀ːa
พวง	pʰuːaŋ
ถัก	tʰàk
เล็ก	lék
สับ	sàp
สหกรณ์	sà hà kɔːn
ทำลาย	tʰam laːj
ฟรี	friː
ปลาทอง	plaː tʰɔːŋ
ระบายอากาศ	ráʔ baːj ʔaː kàːt
ศูนย์กลาง	sǔːn klaːŋ
กระจกบังลม	kràʔ tɕòk baŋ lom
สนับสนุน	sà nàp sà nǔn
แรด	rɛ̂ːt
จาน	tɕaːn
ยกระดับ	jók ráʔ dàp
ผู้เข้าร่วม	pʰûː kʰâw rûːam
โยน	joːn
ที่ค้างคาว	tʰîː kʰáːŋ kʰaːw
ร่างกาย	râːŋ kaːj
นอกสถานที่	nɔː kòt tʰǎːn tʰîː
สำนวน	sǎm nuːan
ประหม่า	pràʔ màː
การรุกล้ำ	kaːn rúk láːm
ตัวเลข	tuːa lêːk
การเปลี่ยนสี	kaːn plìːan sǐː
การกำจัดวัชพืช	kaːn kam tɕàt wát pʰɯ̂ːt
จืด	tɕɯ̀ːt
เปล	pleː
ต่ำสุด	tàm sùt
ย้อนกลับ	jɔ́ːn klàp
ทำให้ยุ่งเหยิง	tʰam hâj jûŋ jɤ̌ːŋ
นำหน้า	nam nâː
อาบแดด	ʔàːp dɛ̀ːt
ช่างประปา	tɕʰâŋ pràʔ paː
หลักการ	làk kaːn
สัตว์เลื้อยคลาน	sàt lɯ́ːaj kʰlaːn
ทุรกันดาร	tʰúʔ rá kan daːn
สาวก	sǎː wók
พันธุ์	pʰan
คอนแชร์โต้	kʰɔːn tɕʰɛː tôː
การอนุมาน	kaː rɔː núʔ maːn
แกล้งทำ	klɛ̂ːŋ tʰam
ข้อควรระวัง	kʰɔ̂ː kʰuːan ráʔ waŋ
ไกล่เกลี่ย	klàj klìːa
บีม	biːm
แฟนเก่า	fɛːn kàw
บันทึกช่วยจำ	ban tʰɯ́k tɕʰûaj tɕam
การยกเลิก	kaːn jók lɤ̂ːk
ใจดีกว่า	tɕaj dìːk wâː
หมุน	mǔn
มาร์ตินี่	maː tìʔ nîː
กระพือ	kràʔ pʰɯː
ประชุม	pràʔ tɕʰum
สารให้ความหวาน	sǎːn hâj kʰwaːm wǎːn
มอลโต	mɔːn toː
ด้านข้าง	dâːn kʰâːŋ
ไมโครคอนโทรลเลอร์	maj kʰrôːk ʔon tʰoː ron lɤː
ปอกเปลือก	pɔ̀ːk plɯ̀ːak
ทนไม่ได้	tʰon mâj dâj
ถอนหายใจ	tʰɔ̌ːn hǎːj tɕaj
ความเศร้าโศก	kʰwaːm sěː ráː sòːk
ลดลง	lót loŋ
เสื้อผ้าบุรุษ	sɯ̂ːa pʰâː bùʔ rút
อย่างชาญฉลาด	ʔà jâːŋ tɕʰaːn tɕʰà lâːt
ผ้าใบ	pʰâː baj
เรียบ	rîːap
เติบโตเร็วที่สุด	tɤ̀ːp toː rew tʰîː sùt
นอน	nɔːn
สมยอม	sǒm jɔːm
ปัจจัย	pàt tɕaj
รอยบุบ	rɔːj bùp
ผอมลง	pʰɔ̌ːm loŋ
การรับรู้	kaːn ráp rúː
ถ่วง	tʰùːaŋ
ขัดขวาง	kʰàt kʰwǎːŋ
มุข	múk
คูน้ำ	kʰuː náːm
เขม่า	kʰà màw
โรค	rôːk
ฝาก	fàːk
เหยื่อ	jɯ̀ːa
กันยายน	kan jaː jon
อภิปรัชญา	ʔà pʰíp rát jaː
ถูกตรึง	tʰùːk trɯŋ
อ่านง่าย	ʔàːn ŋâːj
จิตสังคม	tɕìt sǎŋ kʰom
ชุมชน	tɕʰum tɕʰon
เชย	tɕʰɤːj
อย่างจริงจัง	jàːŋ tɕiŋ tɕaŋ
ตอร์ปิโด	tɔː pìʔ doː
โอ๊กเล่ย์	ʔóːk lêʔ
เท็ด	tʰét
ข้าราชการ	kʰâː râːt tɕʰá kaːn
พฤศจิกายน	pʰrɯ́t sà tɕìʔ kaː jon
รูดซิป	rûːt síp
ถั่วชิกพี	tʰùːa tɕʰík pʰiː
ประดิษฐานอยู่	pràʔ dìt tʰǎːn ʔà jûː
ที่ปัดน้ำฝน	tʰîː pàt náːm fǒn
เบี่ยงเบน	bìːaŋ beːn
ความจำเสื่อม	kʰwaːm tɕam sɯ̀ːam
น่าเป็นห่วง	nâː pen hùːaŋ
สภาพแวดล้อม	sà pʰâːp wɛ̂ːt lɔ́ːm
เทคโนโลยี	tʰêːk noː loː jiː
โนโว	noː woː
ทำลาย	tʰam laːj
ดูหมิ่น	duː mìn
การคุมขัง	kaːn kʰum kʰǎŋ
อนุกรมวิธาน	ʔà núʔ krom wíʔ tʰaːn
หลีกเลี่ยง	lìːk lîːaŋ
คำนำหน้า	kʰam nam nâː
ชุบตัว	tɕʰúp tuːa
ถอดออก	tʰɔ̀ːt ʔɔ̀ːk
ค่าจ้าง	kʰâː tɕâːŋ
ความดื้อรั้น	kʰwaːm dɯ̂ː rán
มึนเมา	mɯn maw
การเงิน	kaːn ŋɤn
การเพิกถอน	kaːn pʰɤ̂ːk tʰɔ̌ːn
ถ่ายทอด	tʰàːj tʰɔ̂ːt
โค่นล้ม	kʰôːn lóm
ความน่ารัก	kʰwaːm nâː rák
สวม	sǔːam
อินเทโร	ʔin tʰeː roː
มิติเดียว	míʔ tìʔ diːaw
มัธยม	mát tʰá jom
แม่บ้าน	mɛ̂ː bâːn
ส้มแขก	sôm kʰɛ̀ːk
นักเรียน-นักกีฬา	nák riːan nák kiː laː
อย่างไร้ความปราณี	ʔà jâːŋ ráj kʰwaːm praː niː
นักท่องเที่ยว	nák tʰɔ̂ːŋ tʰîːaw
ราง	raːŋ
จิตวิทยา	tɕìt tàʔ wít tʰá jaː
ทายาท	tʰaː jâːt
เผชิญหน้า	pʰà tɕʰɤːn nâː
ปริศนา	prìt sà nǎː
แผ่นไม้อัด	pʰɛ̀n máj ʔàt
มอง	mɔːŋ
ยังไม่เปิด	jaŋ mâj pɤ̀ːt
ก่อมลพิษ	kɔ̀ː mon pʰít
ตัวติดตาม	tuːa tìt taːm
หน้า	nâː
กิโลเมตร	kìʔ loː mét
เบลอ	blɤː
ตามยาว	taːm jaːw
ยับยั้ง	jáp jáŋ
เลียนแบบ	liːan bɛ̀ːp
ปล้น	plôn
แผนที่	pʰɛ̌ːn tʰîː
ทนายความ	tʰá naːj kʰwaːm
รังไข่	raŋ kʰàj
รังผึ้ง	raŋ pʰɯ̂ŋ
การงอกของฟัน	kaːn ŋɔ̂ːk kʰɔ̌ːŋ fan
แบบเป็นโปรแกรม	bɛ̀ːp pen proː krɛːm
การตรวจชิ้นเนื้อ	kaːn trùːat tɕʰín nɯ́ːa
ไม่มีตัวตน	mâj miː tuːa ton
ไม่ปิดบัง	mâj pìt baŋ
เครือจักรภพ	kʰrɯːa tɕàk rá pʰóp
การเล่นแร่แปรธาตุ	kaːn lên rɛ̂ː prɛː tʰaː tùʔ
เตี๊ยม	tíːam
นิติเวช	níʔ tìʔ wêːt
นำทาง	nam tʰaːŋ
กระจอก	kràʔ tɕɔ̀ːk
ผู้ดำรงตำแหน่ง	pʰûː dam roŋ tam nɛ̀ŋ
ชัดเจนที่สุด	tɕʰát tɕeːn tʰîː sùt
เคาะ	kʰɔ́ʔ
มั่งคั่ง	mâŋ kʰâŋ
ชิ้นเล็กชิ้นน้อย	tɕʰín lék tɕʰín nɔ́ːj
โผงผาง	pʰǒːŋ pʰǎːŋ
ถูกซุ่มโจมตี	tʰùːk sûm tɕoːm tiː
ฟักไข่	fák kʰàj
เชือกแขวนคอ	tɕʰɯ̂ːak kʰwɛ̌ːn kʰɔː
ลีบ	lîːp
ธรรมชาติ	tʰam má tɕʰâːt
หลอดไฟฟ้า	lɔ̀ːt faj fáː
ข้าวโอ๊ต	kʰâːw ʔóːt
ฝ่ายค้าน	fàːj kʰáːn
ประชาธิปไตย	pràʔ tɕʰaː tʰíp pà taj
เป็นพักๆ	pen pʰák pʰák
ดินแดนรกร้าง	din dɛːn rók ráːŋ
คำแนะนำ	kʰam nɛ́ʔ nam
ระดมความคิด	ráʔ dom kʰwaːm kʰít
เป็นตัวเป็นตน	pen tuːa pen ton
ความยากลำบาก	kʰwaːm jâːk lam bàːk
ไอโซฟอร์ม	ʔaj soː fɔːm
ช่อง	tɕʰɔ̂ːŋ
การแข่งขัน	kaːn kʰɛ̀ŋ kʰǎn
การล่าวาฬ	kaːn lâː waːn
รอบเอว	rɔ̂ːp ʔeːw
โบราณ	boː raːn
มินิบาร์	míʔ níʔ baː
นักวาดภาพประกอบ	nák wâːt pʰâːp pràʔ kɔ̀ːp
อเมริกัน	ʔà meː ríʔ kan
ความหวาดกลัว	kʰwaːm wàːt kluːa
ผัด	pʰàt
ระลอก	ráʔ lɔ̂ːk
ขโมย	kʰà moːj
นักปฏิรูป	nák pà tìʔ rûːp
คราม	kʰraːm
เสรีนิยม	sěː riː níʔ jom
ฮอนด้า	hɔːn dâː
คนช่างฝัน	kʰon tɕʰâːŋ fǎn
กระปรี้กระเปร่า	kràʔ prîː kràʔ pràw
ทนายความ	tʰá naːj kʰwaːm
ฝังกลบ	fǎŋ klòp
นิมิต	níʔ mít
อิจฉาริษยา	ʔìt tɕʰǎː rít sàʔ jǎː
การเลิกจ้าง	kaːn lɤ̂ːk tɕâːŋ
หยุด	jùt
พ่น	pʰôn
เสบียง	sà biːaŋ
ขีดเส้นใต้	kʰìːt sên tâj
การทำให้เป็นมาตรฐาน	kaːn tʰam hâj pen mâːt tʰǎːn
บังคับ	baŋ kʰáp
ละห้อย	láʔ hɔ̂ːj
จักรพรรดิ	tɕàk kràʔ pʰát
อ้อย	ʔɔ̂ːj
แต่งงานแล้ว	tɛ̀ŋ ŋaːn lɛ́ːw
สิ่งที่กระโดด	sìŋ tʰîː kràʔ dòːt
ฝรั่งเศส	fà ràŋ sèːt
กระตุก	kràʔ tùk
เห็นภาพ	hěn pʰâːp
ตารางเวลา	taː raːŋ weː laː
สะสม	sàʔ sǒm
ข้าม	kʰâːm
หลังสมัยใหม่	lǎŋ sà maj màj
สั่น	sàn
เกาะ	kɔ̀ʔ
ข้อเหวี่ยง	kʰɔ̂ː wìːaŋ
สร้อย	sɔ̂ːj
กำยำ	kam jam
สะอาดที่สุด	sàʔ ʔàːt tʰîː sùt
บุก	bùk
บริโภคนิยม	bɔː ríʔ pʰôːk níʔ jom
รองเท้า	rɔːŋ tʰáːw
อย่างผิดปกติ	ʔà jâːŋ pʰìt pòk tìʔ
กัมพูชา	kam pʰuː tɕʰaː
ชีวประวัติ	tɕʰiː wá pràʔ wàt
สะเปะสะปะ	sàʔ pèʔ sàʔ pàʔ
ซุ้ม	súm
เมตฟอร์มิน	mêːt fɔː min
โคแอกเชียล	kʰoː ʔɛ̀ːk tɕʰiːan
เรื่องประโลมโลก	rɯ̂ːaŋ pràʔ loːm lôːk
หลงผิด	lǒŋ pʰìt
สามปี	sǎːm piː
ความคุ้มค่า	kʰwaːm kʰúm kʰâː
การสั่น	kaːn sàn
อาหารว่าง	ʔaː hǎːn wâːŋ
ใต้ดิน	tâj din
